belgeBeyanID,belgeBeyanAdi,belgeTur,istenenmi
16554,ORTA DÜZEY YÖNETİCİLERİN GEREKLİ ŞARTLARI TAŞIDIĞINA DAİR YETERLİLİK BELGESİ,YETERLİK/YETERLİLİK BELGESİ,True
17285,ULTRASONİK MUAYENE BELGESİ,YETERLİK/YETERLİLİK BELGESİ,True
17858,GEMİADAMI CÜZDANI,YETERLİK/YETERLİLİK BELGESİ,True
25160,BALIKADAM GAZ KARIŞIM YETERLİLİK BELGESİ,YETERLİK/YETERLİLİK BELGESİ,True
803,DENİZ ÇEVRESİNİN PETROL VE DİĞER ZARARLI MADDELERLE KİRLENMESİNDE ACİL DURUMLARDA MÜDAHALE YETKİ BELGESİ,YETKİ BELGESİ,True
2421,DENİZ ÇEVRESİNİN PETROL VE DİĞER ZARARLI MADDELERDEN KAYNAKLANAN KİRLİLİĞE HAZIRLIKLI OLMA İLE İLGİLİ EĞİTİM SEMİNERİ VE TATBİKAT PROGRAMI DÜZENLEME YETKİ BELGESİ,YETKİ BELGESİ,True
16481,TARAMA YETKİ BELGESİ,YETKİ BELGESİ,True
16483,DENİZYOLUYLA TEHLİKELİ MADDE TAŞIMACILIĞI EĞİTİMİ YETKİ BELGESİ,YETKİ BELGESİ,True
17611,GEÇİŞ HAKKI KAPSAMINDAKİ İŞLETMECİNİN NOTER TASDİKLİ İMZA SİRKÜLERİ,YETKİ BELGESİ,True
25306,TERMİNAL KULLANIM YETKİ BELGESİ,YETKİ BELGESİ,True
3645,KURULUŞ ORGANİZASYON ŞEMASI,ŞEMA,True
1358,GEMİADAMLARI SINAV BAŞARI BELGESİ,SONUÇ BELGESİ,True
1729,YABANCI DİL SINAVI (YDS) SONUÇ BELGESİ,SONUÇ BELGESİ,True
2033,SINAV SONUÇ BELGESİ,SONUÇ BELGESİ,True
2474,HİZMET BELGESİ,SONUÇ BELGESİ,True
4275,YABANCI DİL SONUÇ BELGESİ,SONUÇ BELGESİ,True
25124,SABIKA KAYDI SONUÇ BELGESİ,SONUÇ BELGESİ,True
145,ADRES BEYANI,BEYAN,True
720,T.C. KİMLİK NUMARASI BEYANI,BEYAN,True
2113,VERGİ KİMLİK NUMARASI BEYANI,BEYAN,True
2194,VERGİ NUMARASI BEYANI,BEYAN,True
2695,İKAMETGAH BEYANI,BEYAN,True
13664,AÇIK KİMLİK  BEYANI,BEYAN,True
17120,KURULUŞUN TİCARET SİCİL GAZETESİNDE YAYIMLANAN TİCARİ UNVAN VE ADRES BEYANI,BEYAN,True
21634,TAPU BİLGİ BEYANI,BEYAN,True
23841,YOLCU TAŞIMACILIĞI ÜCRET TARİFESİ,TARİFE,True
23842,YOLCU TAŞIMACILIĞI ZAMAN TARİFESİ,TARİFE,True
23866,TERMİNAL ÜCRET TARİFESİ,TARİFE,True
444,GÖREVLENDİRME YAZISI,YAZI,True
523,BANKA REHİN YAZISI,YAZI,True
544,BAŞVURU ALINDI YAZISI,YAZI,True
1149,RESMİ YAZI (ÜST YAZI),YAZI,True
1882,BORCU YOKTUR YAZISI ( VERGİ DAİRESİ MÜDÜRLÜKLERİ),YAZI,True
2354,SOSYAL GÜVENLİK PRİMİ BORCU OLMADIĞINA İLİŞKİN BELGE,YAZI,True
2961,GEMİ HAREKET KAYIT JURNALİ,YAZI,True
4471,İMAR PLANI TEKLİF YAZISI,YAZI,True
9276,İPOTEK TERKİN YAZISI,YAZI,True
15703,YÜKLENİCİNİN SGK BORCU YOKTUR YAZISI,YAZI,True
16863,İŞLETMENİN SGK BORCU YOKTUR YAZISI,YAZI,True
18803,AR-GE PROJE BAŞVURU YAZISI,YAZI,True
22055,GEMİ SÖKÜM YETKİ BELGESİ TAAHHÜTNAME YAZISI,YAZI,True
22843,GEÇİCİ TÜRK BAYRAĞI ÇEKME İZİN YAZISI,YAZI,True
23451,GEMİNİN TÜRK BAYRAĞINI ÇEKME HAKKINI KAYBETTİĞİNE DAİR YAZI,YAZI,True
25308,GEMİ KİRALAMA İŞLEMİNİN ÜLKE MEVZUATINA UYGUNLUK YAZISI,YAZI,True
666,KLAS BELGESİ,UYGUNLUK BELGESİ,True
2151,FENER UYGUNLUK BELGESİ(KIYI TESİSLERİ),UYGUNLUK BELGESİ,True
2395,SU ARACI UYGUNLUK BELGESİ,UYGUNLUK BELGESİ,True
2528,ISO 9001:2000  KALİTE YÖNETİM SİSTEMİ BELGESİ,UYGUNLUK BELGESİ,True
2531,ISPS BELGESİ,UYGUNLUK BELGESİ,True
2696,YANGINDAN KORUNMA UYGUNLUK BELGESİ,UYGUNLUK BELGESİ,True
18291,RADYASYON ÖLÇÜM SİSTEMİ UYGUNLUK BELGESİ (TAEK),UYGUNLUK BELGESİ,True
804,DENİZ HİZMET ÇİZELGESİ,ÇİZELGE,True
1991,SGK HİZMET DÖKÜMÜ BELGESİ,ÇİZELGE,True
17606,GEÇİŞ HAKKI KAPSAMINDA KURULACAK ALTYAPIYA İLİŞKİN PROJE,PROJE,True
12177,İŞYERİ AÇMA VE ÇALIŞMA RUHSATI BELGESİ,ONAY BELGESİ,True
1944,PROFORMA FATURA,FATURA,True
5928,FATURA,FATURA,True
11196,NAVLUN FATURASI,FATURA,True
13489,SATIŞ FATURASI,FATURA,True
2774,YATIRIM BİLGİ FORMU,BİLGİ FORMU,True
17108,PROJE BİLGİ FORMU,BİLGİ FORMU,True
20479,LİMAN TESİSİ BİLGİ FORMU,BİLGİ FORMU,True
797,DEFTERDARLIK İRTİFAKHAKKI/KULLANMA İZİN İŞLEMİ GÖRÜŞÜ,GÖRÜŞ YAZISI,True
18807,"MALİ SUÇLARI ARAŞTIRMA KURULU BAŞKANLIĞINDAN (MASAK)  TERÖR ÖRGÜTLERİ İLE İLGİLİ, İLTİSAKLI, İRTİBATLI YA DA İLİŞKİLİ OLMADIĞINA DAİR ALINMIŞ GÖRÜŞ YAZISI",GÖRÜŞ YAZISI,True
2005,SGK PRİM DÖKÜMÜ,BORDRO,True
13973,SOSYAL GÜVENLİK DESTEK PRİM BORDROSU,BORDRO,True
17423,GEMİ DENETİM RAPORU KARARINA İTİRAZ DİLEKÇESİ,DİLEKÇE,True
17446,GEMİLER İÇİN YETKİLENDİRİLMEK ÜZERE YETKİ TALEP BAŞVURU DİLEKÇESİ,DİLEKÇE,True
17448,MUAFİYET KONUSU VE GEREKÇESİNİ İÇERİR BAŞVURU DİLEKÇESİ,DİLEKÇE,True
17564,DEMİRYOLU TAŞIMACILIĞI İLE İLGİLİ ŞİKAYET DİLEKÇESİ,DİLEKÇE,True
17604,GEÇİŞ HAKKI KULLANIM ONAYI BAŞVURU DİLEKÇESİ,DİLEKÇE,True
18796,KILAVUZ VE RÖMORKÖR HİZMET İZİN BAŞVURU DİLEKÇESİ,DİLEKÇE,True
19560,ÖTV'SİZ YAKIT DEFTERİ TALEP DİLEKÇESİ,DİLEKÇE,True
26507,ATANMIŞ KURULUŞ TARAFINDAN HAZIRLANAN ULUSAL KURALLARA GÖRE HAZIRLANMIŞ TEKNİK DOSYA VE DOĞRULAMA BELGESİ,TEKNİK ÇİZİM/RESİM,True
26508,DEĞERLENDİRME KURULUŞU/ONAYLANMIŞ KURULUŞ TARAFINDAN DEMİRYOLU ARACI İÇİN HAZIRLANMIŞ TEKNİK DOSYA VE DOĞRULAMA BELGESİ,TEKNİK ÇİZİM/RESİM,True
18995,UDHB AR-GE PROJESİ DOSYASI CD/DVD/USB BELLEĞİ,BELGE OLMAYANLAR,True
1243,TÜRKİYE TİCARET SİCİLİ GAZETESİ,GAZETE,True
4529,TİCARİ SİCİL GAZETESİ,GAZETE,True
2947,GELİR GİDER TABLOSU,TABLO,True
12504,EKONOMİK YATIRIMLAR İÇİN FİNANSMAN KAYNAKLARI TABLOSU (EK-3),TABLO,True
4446,İMAR PLANINA İLİŞKİN ANALİZ PAFTASI,PAFTA,True
1574,P&I SİGORTA POLİÇESİ,SİGORTA POLİÇESİ,True
2122,SİGORTA POLİÇESİ (MALİ SORUMLULUK SİGORTASI),SİGORTA POLİÇESİ,True
16551,DEMİRYOLU TAŞIMACILIĞI SİGORTA POLİÇESİ,SİGORTA POLİÇESİ,True
16556,SU ARAÇLARI İÇİN TEKNE VE/VEYA ÇEKİ SİGORTA POLİÇESİ,SİGORTA POLİÇESİ,True
16557,GEMİLER İÇİN TEKNE VE MAKİNE SİGORTA POLİÇESİ,SİGORTA POLİÇESİ,True
2546,İCRA MÜDÜRLÜĞÜ SATIŞ MÜZEKKERESİ,MÜZEKKERE,True
17412,NOTER İHBARNAMESİ,İHBARNAME,True
143,ADLİ SİCİL BELGESİ,SİCİL,True
4308,TİCARET ODASI SİCİL KAYDI,SİCİL,True
4309,SANAYİ ODASI SİCİL KAYDI,SİCİL,True
3881,VESİKALIK FOTOĞRAF,FOTOGRAF,True
4256,RENKLİ FOTOĞRAF,FOTOGRAF,True
806,DENİZ TİCARET ODASI SİCİL KAYIT BELGESİ,KAYIT BELGESİ/FORMU,True
899,ESNAF ODASI KAYIT BELGESİ,KAYIT BELGESİ/FORMU,True
902,TİCARET ODASI KAYIT BELGESİ,KAYIT BELGESİ/FORMU,True
3193,TAPU KAYIT BELGESİ,KAYIT BELGESİ/FORMU,True
16648,ULUSLARARASI SEFER YAPAN TÜM YOLCU GEMİLERİ İLE YİNE ULUSLARARASI SEFER YAPAN 500 GRT VE ÜZERİ YÜK GEMİLER İÇİN  SÜREKLİ ÖZET KAYIT BELGESİ,KAYIT BELGESİ/FORMU,True
19751,ZİRAAT ODASI KAYDI,KAYIT BELGESİ/FORMU,True
18237,BONSERVİS,HİZMET BELGESİ,True
14868,ŞİRKET BİLANÇOSU,BİLANÇO,True
14910,İFLAS VEYA KONKORDATO İLAN EDİLMEDİĞİNE DAİR DOKÜMAN,DOKÜMAN,True
15242,TEMSİLE YETKİLİ KILINMIŞ KİŞİ VEYA KİŞİLERE VERİLMİŞ VE ÜÇÜNCÜ KİŞİLERDEN ALINMIŞ VEKALETNAME,DOKÜMAN,True
15628,MİRASÇILIK BELGESİ,DOKÜMAN,True
16501,DEMİRYOLU ARAÇLARI KISITLAMA KODLARI DOKÜMANI,DOKÜMAN,True
16676,BÜRO KULLANIM HAKKI DOKÜMANI,DOKÜMAN,True
17051,ORGANİZASYON ŞEMASINDA TANIMLANAN GÖREVLERDEN SORUMLU PERSONELİN GÖREV TANIMLARI DOKÜMANI,DOKÜMAN,True
17103,DOLU KONTEYNERLERİN BRÜT AĞIRLIKLARININ TESPİTİ İÇİN YÖNTEM-2 YETKİ BELGESİ VERİLMESİ İÇİN UYGULAMA DOKÜMANI,DOKÜMAN,True
17144,YOLCU DEMİRYOLU TREN İŞLETMECİSİ ASGARİ KAPASİTE BELGESİ,DOKÜMAN,True
17445,KURULUŞ ETİK PRENSİPLERİ DOKÜMANI,DOKÜMAN,True
17453,BAĞIMSIZLIK VE TARAFSIZLIĞI KANITLAYAN DOKÜMAN,DOKÜMAN,True
17459,YÖNETİM KURULUNDA BULUNANLARIN TİCARİ BAĞLANTILARININ BULUNMADIĞINI KANITLAR DOKÜMAN,DOKÜMAN,True
17478,500 GROSTONUN ÜZERİNDE EN AZ 100 ADET GEMİDEN MÜTEŞEKKİL VE EN AZ TOPLAM 500 BİN GROSTONLUK BİR FİLOYU KLASI ALTINDA TUTTUĞUNU KANITLAR DOKÜMAN,DOKÜMAN,True
17479,"KLAS SERTİFİKASI DÜZENLEDİKLERİ GEMİLERİN YAPISAL, MEKANİK VE ELEKTRİKSEL GEREKLİLİKLERE UYGUN DİZAYN VE İNŞA EDİLDİKLERİNE İLİŞKİN YAYIMLANMIŞ DOKÜMAN",DOKÜMAN,True
17480,YETKİLENDİRİLDİĞİ FAALİYETLER İLE İLGİLİ KAPSAMLI DENEYİMLERİ KANITLAR DOKÜMAN,DOKÜMAN,True
17482,SÖRVEYÖRLERİN KONTROLÜ VE GELİŞTİRİLMESİ İÇİN OLUŞTURULAN SİSTEME İLİŞKİN KANIT DOKÜMAN,DOKÜMAN,True
17592,DEMİRYOLU ŞEBEKE BİLDİRİMİ DOKÜMANI,DOKÜMAN,True
19543,ONAYLANMIŞ KURULUŞ GÖREVLENDİRİLMESİ SÜRECİ TALEPTE BULUNAN FİRMA PERSONEL DURUMUNU BELİRTEN DÖKÜMAN,DOKÜMAN,True
21979,KALİTE YÖNETİMİ SİSTEMİ DOKÜMANI,DOKÜMAN,True
22046,BAKIMDAN SORUMLU BİRİM ATÖLYE KRİTERLERİ DOKÜMANI,DOKÜMAN,True
25325,"TERSANE, TEKNE İMAL VE ÇEKEK YERİ İÇİN FAALİYET VE KAPASİTE BİLGİLERİNİ İÇEREN DOKÜMAN",DOKÜMAN,True
25355,HACİZ VE İPOTEK KARARININ KALDIRILMASINA DAİR MUVAFAKAT,DOKÜMAN,True
26456,HAK SAHİPLİĞİ BELGESİ,DOKÜMAN,True
26503,İLGİLİ UTP/TSI'LARDA BELİRTİLEN AÇIK NOKTALAR İÇİN GEÇERLİ ULUSAL KURALLAR DOKÜMANI,DOKÜMAN,True
26504,UYGUNLUK DEĞERLENDİRME KURULUŞUNA/KURULUŞLARINA AİT BİLGİLER DOKÜMANI,DOKÜMAN,True
26523,İLGİLİ UTP/TSI'LARDA BELİRTİLEN ÖZEL DURUMLARDA UYGULANABİLİR ÖZEL KURALLAR DOKÜMANI,DOKÜMAN,True
26524,DEMİRYOLU ARACINA AİT BAKIM DOKÜMANI,DOKÜMAN,True
26558,UYGUNLUK DEĞERLENDİRME KURULUŞU TARAFINDAN HAZIRLANAN TEKNİK DOSYA DOKÜMANI,DOKÜMAN,True
1645,TURİZM YATIRIMI BELGESİ,TEŞVİK BELGESİ,True
159,AKSAM TİP ONAY BELGESİ,TİP ONAY BELGESİ,False
202,ARAÇ TİP ONAYI BELGESİ,TİP ONAY BELGESİ,False
252,BİRİNCİ SINIF DALGIÇ YETERLİK BELGESİ,YETERLİK/YETERLİLİK BELGESİ,False
286,DENİZ TİCARETİ GENEL MÜDÜRLÜĞÜ DÜZENLİ HAT İZİN BELGESİ,İZİN,False
507,BALIKÇI BARINAĞI FAALİYET İZİN YAZISI,YAZI,False
526,KIYI TESİSİ GEÇİCİ İŞLETME İZİN BELGESİ,İZİN,False
536,GÜMRÜK DENETİMİNE TABİİ DENİZ ARAÇLARINA MAHSUS İZİN BELGESİ,İZİN,False
780,EMNİYET YÖNETİM BELGESİ (SMC),DURUM BELGESİ,False
803,DENİZ ÇEVRESİNİN PETROL VE DİĞER ZARARLI MADDELERLE KİRLENMESİNDE ACİL DURUMLARDA MÜDAHALE YETKİ BELGESİ,YETKİ BELGESİ,False
1000,DÜZENLİ YOLCU TAŞIMA HATTI GÜZERGAH LİSTESİ,LİSTE,False
1029,TAŞIT BELGESİ,DURUM BELGESİ,False
1035,TAŞIT KARTI,TESCİL BELGESİ/FORMU,False
1149,RESMİ YAZI (ÜST YAZI),YAZI,False
1151,GEMİ ACENTELİĞİ YETKİ BELGESİ,YETKİ BELGESİ,False
1231,KAMERA İLE SUALTI SÖRVEYİ YETKİ BELGESİ,YETKİ BELGESİ,False
1333,ÖTV'SİZ YAKIT ALIM DEFTERİ,DEFTER,False
1359,GEMİ SİCİL TASDİKNAMESİ,DURUM BELGESİ,False
1385,TONİLATO BELGESİ,DURUM BELGESİ,False
1455,TRANSİT LOG SEYİR İZİN BELGESİ,İZİN,False
1563,ÖZEL VE TURİZM AMAÇLI KIYI TESİSLERİNE FAALİYET İZİN YAZISI,YAZI,False
1564,ÖZEL YÜK TAŞIMA İZİN BELGESİ,İZİN,False
1742,SAC KALINLIK ÖLÇÜM YETKİ BELGESİ,YETKİ BELGESİ,False
1809,SATIŞ SÖZLEŞMESİ,SÖZLEŞME/ANLAŞMA/PROTOKOL,False
2064,HAVAYOLUYLA TEHLİKELİ MADDE TAŞIMACILIĞI EĞİTİM YETKİ BELGESİ,YETKİ BELGESİ,False
2143,YOLA ELVERİŞLİLİK MUAYENE YETKİ BELGESİ,DURUM BELGESİ,False
2164,LİMAN ÇIKIŞ BELGESİ,İZİN,False
2191,YÜZER HAVUZ İŞLETME İZİN BELGESİ,İZİN,False
2302,"SOLAS –74, BÖLÜM XI-2 VE ISPS KOD, BÖLÜM-A KAPSAMINDA  LİMANLARA YÖNELİK TANINMIŞ GÜVENLİK KURULUŞU  (RSO) OLARAK YETKİLENDİRİLMESİNE İLİŞKİN YETKİ DEVRİ SÖZLEŞMESİ",SÖZLEŞME/ANLAŞMA/PROTOKOL,False
2393,SU ALTI DALIŞ PLANI,PLAN,False
2395,SU ARACI UYGUNLUK BELGESİ,UYGUNLUK BELGESİ,False
2421,DENİZ ÇEVRESİNİN PETROL VE DİĞER ZARARLI MADDELERDEN KAYNAKLANAN KİRLİLİĞE HAZIRLIKLI OLMA İLE İLGİLİ EĞİTİM SEMİNERİ VE TATBİKAT PROGRAMI DÜZENLEME YETKİ BELGESİ,YETKİ BELGESİ,False
2435,GEMİ BAYRAK ŞAHADETNAMESİ,SERTİFİKA,False
2555,İÇ SUYA ELVERİŞLİLİK BELGESİ,DURUM BELGESİ,False
2574,İDARİ YAPTIRIM KARARI,KARAR,False
2705,İKİNCİ SINIF DALGIÇ YETERLİK BELGESİ,YETERLİK/YETERLİLİK BELGESİ,False
2904,GEÇİCİ BAYRAK ÇEKME BELGESİ,İZİN,False
2961,GEMİ HAREKET KAYIT JURNALİ,YAZI,False
2973,GEMİ SÖKÜM YETKİ BELGESİ,YETKİ BELGESİ,False
2976,GEMİADAMI DONATIMINDA ASGARİ EMNİYET BELGESİ,SERTİFİKA,False
3014,AMATÖR DENİZCİ BELGESİ,YETERLİK/YETERLİLİK BELGESİ,False
3051,ARAÇ MUAYENE İSTASYONU İŞLETME YETKİ BELGESİ,YETKİ BELGESİ,False
3265,"TERSANE, TEKNE İMAL VE ÇEKEK YERLERİNE İŞLETME İZİN BELGESİ",İZİN,False
3301,KARAYOLU DÜZENLEME GENEL MÜDÜRLÜĞÜ MESLEKİ YETERLİLİK BELGESİ,YETERLİK/YETERLİLİK BELGESİ,False
3503,GEMİ SİCİL TERKİN BELGESİ,DURUM BELGESİ,False
3667,GEMİ VEYA SU ARACI İNŞA İZNİ BELGESİ,İZİN,False
3668,GEMİ VEYA SU ARACI TADİLAT İZİN BELGESİ,İZİN,False
3669,GEMİ VEYA SU ARACI İNŞA VEYA TADİLAT DENETİM RAPOR FORMU,DİGER FORMLAR,False
3672,ORDİNO,NAKİL BELGESİ,False
3782,KISA MESAFE TELSİZ OPERATÖRÜ YETERLİK BELGESİ (SRC),YETERLİK/YETERLİLİK BELGESİ,False
3866,ULAŞTIRMA BAKANLARI AVRUPA KONFERANSI (UBAK/CEMT) İZİN BELGESİ,İZİN,False
3915,ULUSAL YÜKLEME SINIRI BELGESİ,DURUM BELGESİ,False
3940,ULUSLARARASI YÜKLEME SINIRI BELGESİ,SERTİFİKA,False
3956,KARAYOLU TAŞIMA İDARİ PARA CEZASI KARAR TUTANAĞI,TUTANAK,False
4088,KÜRESEL DENİZ TEHLİKE VE EMNİYET SİSTEMİ (GMDSS) CİHAZLARINA KIYIDA BAKIM YETKİ BELGESİ,YETKİ BELGESİ,False
12020,DENETİM SONUCU TESPİT TUTANAĞI,TUTANAK,False
12340,DÖNEM DENETİM RAPORU,RAPOR,False
13541,YAPIM İŞLERİ GEÇİCİ VE KESİN KABUL TUTANAĞI,TUTANAK,False
15865,DENETİM SONU GÖZLEM RAPORU,SONUÇ BELGESİ,False
16035,GEÇİŞ HAKKI KULLANIM ONAYI,OLUR/ONAY,False
16188,RADYOAKTİF MADDE GEÇİCİ DEPOLAMA İZNİ BELGESİ,İZİN,False
16209,KARAYOLU DÜZENLEME GENEL MÜDÜRLÜĞÜ TAŞIT KARTI,KİMLİK BELGESİ/KARTİ,False
16210,KARAYOLU DÜZENLEME GENEL MÜDÜRLÜĞÜ YETKİ BELGESİ,YETKİ BELGESİ,False
16211,KARAYOLU DÜZENLEME GENEL MÜDÜRLÜĞÜ TAŞIT BELGESİ,YETKİ BELGESİ,False
16307,TEHLİKELİ MADDE GÖZETİM HİZMETİ UYGUNLUK BELGESİ,UYGUNLUK BELGESİ,False
16308,F VE G TÜRÜ YETKİ BELGELERİ ACENTECİLİK LİSTESİ FORMU,DİGER FORMLAR,False
16316,KIYI TESİSİ TEHLİKELİ MADDE UYGUNLUK BELGESİ,UYGUNLUK BELGESİ,False
16357,DOLU KONTEYNERLERİN BRÜT AĞIRLIKLARININ TESPİTİ İÇİN YETKİ BELGESİ,YETKİ BELGESİ,False
16419,DENİZE ELVERİŞLİLİK BELGESİ,DİGER FORMLAR,False
16474,TEHLİKELİ MADDE KURALLARI (DGR) EĞİTİCİ BELGESİ,YETKİ BELGESİ,False
16479,GAZDAN ARINDIRMA UZMANLIĞI BELGESİ,SERTİFİKA,False
16481,TARAMA YETKİ BELGESİ,YETKİ BELGESİ,False
16483,DENİZYOLUYLA TEHLİKELİ MADDE TAŞIMACILIĞI EĞİTİMİ YETKİ BELGESİ,YETKİ BELGESİ,False
16488,TREN MAKİNİST EHLİYETİ,YETERLİK/YETERLİLİK BELGESİ,False
16498,IMDG (ULUSLARARASI DENİZCİLİK TEHLİKELİ YÜKLER KODU) KOD EĞİTİCİ BELGESİ,KATILIMCI BELGESİ,False
16509,DEMİRYOLUYLA TEHLİKELİ MADDE TAŞIMACILIĞI EĞİTİMİ YETKİ BELGESİ,YETERLİK/YETERLİLİK BELGESİ,False
16525,DEMİRYOLU ARACI TESCİL BELGESİ,TESCİL BELGESİ/FORMU,False
16531,TEHLİKELİ MADDE TAŞIMACILIĞI MESLEKİ YETERLİLİK EĞİTİMİ YETKİ BELGESİ,YETKİ BELGESİ,False
16532,TEHLİKELİ MADDE GÜVENLİK DANIŞMANI EĞİTİMİ YETKİ BELGESİ,YETKİ BELGESİ,False
16539,TEHLİKELİ MADDE GÜVENLİK DANIŞMANI SERTİFİKASI,SERTİFİKA,False
16541,SRC5 EĞİTİCİ BELGESİ,YETERLİK/YETERLİLİK BELGESİ,False
16542,TEHLİKELİ MADDE GÜVENLİK DANIŞMANI EĞİTİCİ BELGESİ,YETERLİK/YETERLİLİK BELGESİ,False
16545,RID EĞİTİCİ BELGESİ,YETERLİK/YETERLİLİK BELGESİ,False
16555,TESİS ORGANİZASYONU VE YERLEŞİM PLANI,PLAN,False
16571,YÜZER HAVUZ BAĞLAMA PLANI,PLAN,False
16623,DEMİRYOLU DÜZENLEME GENEL MÜDÜRLÜĞÜ EMNİYET SERTİFİKASI,SERTİFİKA,False
16640,DEMİRYOLU ORGANİZATÖR YETKİ BELGESİ,YETKİ BELGESİ,False
16650,EMNİYET YETKİLENDİRMESİ SERTİFİKASI,SERTİFİKA,False
16670,TEHLİKELİ MADDE FAALİYET BELGESİ,YETKİ BELGESİ,False
16671,MUAYENE MERKEZİ İŞLETME YETKİ BELGESİ,YETKİ BELGESİ,False
16678,GEMİ YAKITLARINDAN KAYNAKLANAN PETROL KİRLİLİĞİ ZARARININ HUKUKİ SORUMLULUĞU İLE İLGİLİ SİGORTA VEYA DİĞER MALİ TEMİNAT SERTİFİKASI,SERTİFİKA,False
16768,DEMİRYOLU TEHLİKELİ MADDE FAALİYET BELGESİ,YETKİ BELGESİ,False
16777,GEMİ VEYA SU ARACI İNŞA VEYA TADİLAT TAKİP FORMU,DİGER FORMLAR,False
16856,GEMİ SÖRVEY RAPORU,RAPOR,False
16886,T3 YETKİ BELGESİ,YETKİ BELGESİ,False
16887,GEÇİCİ EMNİYET YÖNETİMİ BELGESİ,SERTİFİKA,False
16898,GEÇİCİ UYGUNLUK BELGESİ (INTERİM DOC),SERTİFİKA,False
16915,SÜREKLİ ÖZET KAYIT BELGESİ (CSR),SERTİFİKA,False
16919,OPERASYONEL SINIRLAMA BELGESİ,SERTİFİKA,False
16953,YANGIN SÖNDÜRME SİSTEMLERİ VE ELEMANLARI İÇİN MUAYENE VE TEST SERTİFİKASI DÜZENLEME YETKİ BELGESİ,SERTİFİKA,False
16954,"ŞİŞİRİLEBİLİR CAN SALLARI, ŞİŞİRİLEBİLİR KURTARMA BOTLARI, ŞİŞİRİLEBİLİR CAN YELEKLERİ MUAYENE VE TEST SERTİFİKASI DÜZENLEME YETKİ BELGESİ",YETKİ BELGESİ,False
16955,"CAN KURTARMA FİLİKALARI, KURTARMA BOTU VE HİZMET BOTU MUAYENE VE TEST SERTİFİKASI DÜZENLEME YETKİ BELGESİ",YETKİ BELGESİ,False
16956,CAN KURTARMA ARAÇLARININ İNDİRME VE SERBEST BIRAKMA DÜZENEKLERİ İÇİN MUAYENE VE TEST SERTİFİKASI DÜZENLEME YETKİ BELGESİ,YETKİ BELGESİ,False
16970,SUALTI MALZEME MUAYENE RAPORU,RAPOR,False
16997,DENİZ TİCARETİ GÖZETİM HİZMETLERİ YETKİ BELGESİ,YETKİ BELGESİ,False
17089,OTOMOBİL İLE YURTİÇİ TARİFESİZ YOLCU TAŞIMACILIĞI A1 YETKİ BELGESİ,YETKİ BELGESİ,False
17090,OTOBÜS İLE TARİFELİ OLARAK ULUSLARARASI VE ŞEHİRLERARASI TİCARİ YOLCU TAŞIMACILIĞI B1 YETKİ BELGESİ,YETKİ BELGESİ,False
17091,OTOMOBİLLE ULUSLARARASI TARİFESİZ YOLCU TAŞIMACILIĞI A2 YETKİ BELGESİ,YETKİ BELGESİ,False
17092,TAŞIMACININ KENDİ ESAS İŞTİGAL KONUSU İLE İLGİLİ ULUSLARARASI VE YURTİÇİ YOLCU TAŞIMACILIĞI B3 YETKİ BELGESİ,YETKİ BELGESİ,False
17098,EŞYA TERMİNALİ İŞLETMECİLİĞİ T3 YETKİ BELGESİ,YETKİ BELGESİ,False
17121,İKİLİ İZİN BELGESİ,İZİN,False
17163,DEMİRYOLU KOMİSYONCU YETKİ BELGESİ,YETKİ BELGESİ,False
17169,DEMİRYOLU GAR VEYA İSTASYON İŞLETMECİSİ YETKİ BELGESİ,YETKİ BELGESİ,False
17300,KIYI TESİSİ İŞLETME İZİN BELGESİ,İZİN,False
17329,DEMİRYOLU YOLCU TAŞIMACILIĞI KAMU HİZMETİ YÜKÜMLÜLÜĞÜ HİZMET ALIMI SÖZLEŞMESİ,SÖZLEŞME/ANLAŞMA/PROTOKOL,False
17373,ULUSLARARASI EV EŞYASI (ECMT) İZİN BELGESİ,İZİN,False
17414,SU MOTOSİKLETİ İMALAT YETKİ BELGESİ,YETKİ BELGESİ,False
17426,YETKİ DEVRİ PROTOKOLÜ,PROTOKOL,False
17433,GEMİ SANAYİ VERİTABANI BAŞVURUSU TESPİT RAPORU FORMU,DİGER FORMLAR,False
17725,GEZİ TEKNELERİ VE KİŞİSEL DENİZ TAŞITLARI İÇİN ONAYLANMIŞ KURULUŞ DENETİM FORMU,DİGER FORMLAR,False
17732,"T.C. MİLLÎ EĞİTİM BAKANLIĞI İLE T.C. ULAŞTIRMA, DENİZCİLİK VE HABERLEŞME BAKANLIĞI ARASINDA YAPILAN EĞİTİM İŞ BİRLİĞİ PROTOKOLÜ",PROTOKOL,False
17795,KILAVUZ KAPTAN YETERLİK BELGESİ,YETERLİK/YETERLİLİK BELGESİ,False
17858,GEMİADAMI CÜZDANI,YETERLİK/YETERLİLİK BELGESİ,False
18436,KIDEMLİ KILAVUZ KAPTAN BELGESİ,YETERLİK/YETERLİLİK BELGESİ,False
18771,DENİZ TİCARETİ GÖZETİM HİZMETLERİ İŞLETME YETKİ BELGESİ,YETKİ BELGESİ,False
18777,DEMİRYOLU EĞİTİM VE SINAV MERKEZİ YETKİ BELGESİ,YETKİ BELGESİ,False
18788,YEŞİL LİMAN SERTİFİKASI,SERTİFİKA,False
